"locusTag","RSlocusTag","feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","feature_interval_length","product_length","attributes","gene_name"
"Bcen2424_6851","BCEN2424_RS36545","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",63849,64652,"-","WP_082194394.1","WP_082194394.1",NA,"hypothetical protein","",NA,804,267,"old_locus_tag=Bcen2424_6851","Bcen2424_6851--hypothetical protein"
"Bcen2424_6852","BCEN2424_RS33855","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",64640,67624,"-","WP_011695119.1","WP_011695119.1",NA,"Tn3 family transposase","",NA,2985,994,"old_locus_tag=Bcen2424_6852","Bcen2424_6852--Tn3 family transposase"
"Bcen2424_6853","BCEN2424_RS33860","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",67994,69097,"-","WP_011695120.1","WP_011695120.1",NA,"alkene reductase","",NA,1104,367,"old_locus_tag=Bcen2424_6853","Bcen2424_6853--alkene reductase"
"Bcen2424_6854","BCEN2424_RS33865","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",69175,69735,"-","WP_011695121.1","WP_011695121.1",NA,"OsmC family protein","",NA,561,186,"old_locus_tag=Bcen2424_6854","Bcen2424_6854--OsmC family protein"
"Bcen2424_6855","BCEN2424_RS33870","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",69869,70336,"-","WP_011695122.1","WP_011695122.1",NA,"DSBA oxidoreductase","",NA,468,155,"old_locus_tag=Bcen2424_6855","Bcen2424_6855--DSBA oxidoreductase"
"Bcen2424_6856","BCEN2424_RS33875","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",70375,70971,"-","WP_006477751.1","WP_006477751.1",NA,"plasmid pRiA4b ORF-3 family protein","",NA,597,198,"old_locus_tag=Bcen2424_6856","Bcen2424_6856--plasmid pRiA4b ORF-3 family protein"
"Bcen2424_6857","BCEN2424_RS33880","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",71010,72572,"-","WP_006477752.1","WP_006477752.1",NA,"IS66 family transposase","",NA,1563,520,"old_locus_tag=Bcen2424_6857","Bcen2424_6857--IS66 family transposase"
"Bcen2424_6858","BCEN2424_RS33885","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",72602,72949,"-","WP_006477753.1","WP_006477753.1",NA,"IS66 family insertion sequence element accessory protein TnpB","tnpB",NA,348,115,"old_locus_tag=Bcen2424_6858","Bcen2424_6858-tnpB-IS66 family insertion sequence element accessory protein TnpB"
"Bcen2424_6859","BCEN2424_RS33890","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",72946,73269,"-","WP_162595537.1","WP_162595537.1",NA,"transposase","",NA,324,107,"old_locus_tag=Bcen2424_6859","Bcen2424_6859--transposase"
"Bcen2424_6860","BCEN2424_RS33895","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",73422,73640,"-","WP_041489720.1","WP_041489720.1",NA,"DSBA oxidoreductase","",NA,219,72,"old_locus_tag=Bcen2424_6860","Bcen2424_6860--DSBA oxidoreductase"
"Bcen2424_6861","BCEN2424_RS33900","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",73816,74379,"-","WP_011695124.1","WP_011695124.1",NA,"TetR/AcrR family transcriptional regulator","",NA,564,187,"old_locus_tag=Bcen2424_6861","Bcen2424_6861--TetR/AcrR family transcriptional regulator"
"Bcen2424_6862","BCEN2424_RS33905","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",74535,74870,"-","WP_011695125.1","WP_011695125.1",NA,"carboxymuconolactone decarboxylase family protein","",NA,336,111,"old_locus_tag=Bcen2424_6862","Bcen2424_6862--carboxymuconolactone decarboxylase family protein"
"Bcen2424_6863","BCEN2424_RS33910","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",74903,75688,"-","WP_011695126.1","WP_011695126.1",NA,"SDR family oxidoreductase","",NA,786,261,"old_locus_tag=Bcen2424_6863","Bcen2424_6863--SDR family oxidoreductase"
"Bcen2424_6864","BCEN2424_RS33915","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",76053,77744,"+","WP_011695127.1","WP_011695127.1",NA,"tyrosine-type recombinase/integrase","",NA,1692,563,"old_locus_tag=Bcen2424_6864","Bcen2424_6864--tyrosine-type recombinase/integrase"
"Bcen2424_6865","BCEN2424_RS36550","CDS","without_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",77840,80761,"+","","",NA,"hypothetical protein","",NA,2922,NA,"partial;pseudo;old_locus_tag=Bcen2424_6865","Bcen2424_6865--hypothetical protein"
"Bcen2424_6866","BCEN2424_RS33925","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",80798,81571,"+","WP_011695129.1","WP_011695129.1",NA,"hypothetical protein","",NA,774,257,"old_locus_tag=Bcen2424_6866","Bcen2424_6866--hypothetical protein"
"Bcen2424_6867","BCEN2424_RS33930","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",81825,82811,"+","WP_041489697.1","WP_041489697.1",NA,"hypothetical protein","",NA,987,328,"old_locus_tag=Bcen2424_6867","Bcen2424_6867--hypothetical protein"
"Bcen2424_6868","BCEN2424_RS33935","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",83508,84419,"+","WP_011695131.1","WP_011695131.1",NA,"DUF159 family protein","",NA,912,303,"old_locus_tag=Bcen2424_6868","Bcen2424_6868--DUF159 family protein"
"Bcen2424_6869","BCEN2424_RS33940","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",84493,85209,"+","WP_011695132.1","WP_011695132.1",NA,"translesion DNA synthesis-associated protein ImuA","imuA",NA,717,238,"old_locus_tag=Bcen2424_6869","Bcen2424_6869-imuA-translesion DNA synthesis-associated protein ImuA"
"Bcen2424_6870","BCEN2424_RS33945","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",85130,86608,"+","WP_041489698.1","WP_041489698.1",NA,"DNA polymerase Y family protein","",NA,1479,492,"old_locus_tag=Bcen2424_6870","Bcen2424_6870--DNA polymerase Y family protein"
"Bcen2424_6871","BCEN2424_RS33950","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",86614,89763,"+","WP_011695134.1","WP_011695134.1",NA,"error-prone DNA polymerase","",NA,3150,1049,"old_locus_tag=Bcen2424_6871","Bcen2424_6871--error-prone DNA polymerase"
"Bcen2424_6873","BCEN2424_RS33955","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",90752,91609,"-","WP_006482109.1","WP_006482109.1",NA,"TrfA protein","",NA,858,285,"old_locus_tag=Bcen2424_6873","Bcen2424_6873--TrfA protein"
"Bcen2424_6874","BCEN2424_RS33960","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",92335,93300,"-","WP_041489699.1","WP_041489699.1",NA,"ParB/RepB/Spo0J family partition protein","",NA,966,321,"old_locus_tag=Bcen2424_6874","Bcen2424_6874--ParB/RepB/Spo0J family partition protein"
"Bcen2424_6875","BCEN2424_RS33965","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",93300,93971,"-","WP_011695137.1","WP_011695137.1",NA,"AAA family ATPase","",NA,672,223,"old_locus_tag=Bcen2424_6875","Bcen2424_6875--AAA family ATPase"
"Bcen2424_6876","BCEN2424_RS33970","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",94428,95459,"+","WP_011695138.1","WP_011695138.1",NA,"hypothetical protein","",NA,1032,343,"old_locus_tag=Bcen2424_6876","Bcen2424_6876--hypothetical protein"
"Bcen2424_6877","BCEN2424_RS33975","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",95581,95823,"+","WP_011695139.1","WP_011695139.1",NA,"AbrB/MazE/SpoVT family DNA-binding domain-containing protein","",NA,243,80,"old_locus_tag=Bcen2424_6877","Bcen2424_6877--AbrB/MazE/SpoVT family DNA-binding domain-containing protein"
"Bcen2424_6878","BCEN2424_RS33980","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",95820,96230,"+","WP_011695140.1","WP_011695140.1",NA,"type II toxin-antitoxin system VapC family toxin","",NA,411,136,"old_locus_tag=Bcen2424_6878","Bcen2424_6878--type II toxin-antitoxin system VapC family toxin"
"Bcen2424_6879","BCEN2424_RS33985","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",96544,96891,"+","WP_011695141.1","WP_011695141.1",NA,"hypothetical protein","",NA,348,115,"old_locus_tag=Bcen2424_6879","Bcen2424_6879--hypothetical protein"
"Bcen2424_6880","BCEN2424_RS37270","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",96974,97138,"+","WP_011695142.1","WP_011695142.1",NA,"hypothetical protein","",NA,165,54,"old_locus_tag=Bcen2424_6880","Bcen2424_6880--hypothetical protein"
"Bcen2424_6881","BCEN2424_RS33990","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",97324,98046,"+","WP_011695143.1","WP_011695143.1",NA,"helix-turn-helix transcriptional regulator","",NA,723,240,"old_locus_tag=Bcen2424_6881","Bcen2424_6881--helix-turn-helix transcriptional regulator"
"Bcen2424_6882","BCEN2424_RS33995","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",98073,98279,"+","WP_011695144.1","WP_011695144.1",NA,"hypothetical protein","",NA,207,68,"old_locus_tag=Bcen2424_6882","Bcen2424_6882--hypothetical protein"
"Bcen2424_6883","BCEN2424_RS34000","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",98303,98785,"+","WP_011695145.1","WP_011695145.1",NA,"hypothetical protein","",NA,483,160,"old_locus_tag=Bcen2424_6883","Bcen2424_6883--hypothetical protein"
"Bcen2424_6884","BCEN2424_RS34005","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",99099,99440,"+","WP_041489701.1","WP_041489701.1",NA,"hypothetical protein","",NA,342,113,"old_locus_tag=Bcen2424_6884","Bcen2424_6884--hypothetical protein"
"Bcen2424_6885","BCEN2424_RS34010","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",99468,100553,"+","WP_011695147.1","WP_011695147.1",NA,"hypothetical protein","",NA,1086,361,"old_locus_tag=Bcen2424_6885","Bcen2424_6885--hypothetical protein"
"Bcen2424_6886","BCEN2424_RS34015","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",100565,100948,"+","WP_041489702.1","WP_041489702.1",NA,"hypothetical protein","",NA,384,127,"old_locus_tag=Bcen2424_6886","Bcen2424_6886--hypothetical protein"
"Bcen2424_6887","BCEN2424_RS34020","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",100945,101190,"+","WP_011695149.1","WP_011695149.1",NA,"hypothetical protein","",NA,246,81,"old_locus_tag=Bcen2424_6887","Bcen2424_6887--hypothetical protein"
"Bcen2424_6888","BCEN2424_RS34025","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",101201,101536,"+","WP_011695150.1","WP_011695150.1",NA,"hypothetical protein","",NA,336,111,"old_locus_tag=Bcen2424_6888","Bcen2424_6888--hypothetical protein"
"Bcen2424_6889","BCEN2424_RS34030","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",101567,102448,"+","WP_011695151.1","WP_011695151.1",NA,"3'-5' exonuclease","",NA,882,293,"old_locus_tag=Bcen2424_6889","Bcen2424_6889--3'-5' exonuclease"
"Bcen2424_6890","BCEN2424_RS34035","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",102482,102730,"+","WP_011695152.1","WP_011695152.1",NA,"hypothetical protein","",NA,249,82,"old_locus_tag=Bcen2424_6890","Bcen2424_6890--hypothetical protein"
"Bcen2424_6891","BCEN2424_RS34040","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",102733,103161,"+","WP_011695153.1","WP_011695153.1",NA,"hypothetical protein","",NA,429,142,"old_locus_tag=Bcen2424_6891","Bcen2424_6891--hypothetical protein"
"Bcen2424_6892","BCEN2424_RS34045","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",103165,105021,"+","WP_011695154.1","WP_011695154.1",NA,"tyrosine-type recombinase/integrase","",NA,1857,618,"old_locus_tag=Bcen2424_6892","Bcen2424_6892--tyrosine-type recombinase/integrase"
"Bcen2424_6893","BCEN2424_RS34050","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",105018,105710,"+","WP_011695155.1","WP_011695155.1",NA,"ATP-binding protein","",NA,693,230,"old_locus_tag=Bcen2424_6893","Bcen2424_6893--ATP-binding protein"
"Bcen2424_6894","BCEN2424_RS34055","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",105826,106692,"+","WP_011695156.1","WP_011695156.1",NA,"hypothetical protein","",NA,867,288,"old_locus_tag=Bcen2424_6894","Bcen2424_6894--hypothetical protein"
"Bcen2424_6895","BCEN2424_RS34060","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",106705,107649,"+","WP_011695157.1","WP_011695157.1",NA,"hypothetical protein","",NA,945,314,"old_locus_tag=Bcen2424_6895","Bcen2424_6895--hypothetical protein"
"Bcen2424_6896","BCEN2424_RS34065","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",107819,108067,"+","WP_011695158.1","WP_011695158.1",NA,"hypothetical protein","",NA,249,82,"old_locus_tag=Bcen2424_6896","Bcen2424_6896--hypothetical protein"
"Bcen2424_6897","BCEN2424_RS34070","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",108075,108875,"+","WP_011695159.1","WP_011695159.1",NA,"FRG domain-containing protein","",NA,801,266,"old_locus_tag=Bcen2424_6897","Bcen2424_6897--FRG domain-containing protein"
"Bcen2424_6898","BCEN2424_RS34075","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",108959,109915,"-","WP_041489723.1","WP_041489723.1",NA,"hypothetical protein","",NA,957,318,"old_locus_tag=Bcen2424_6898","Bcen2424_6898--hypothetical protein"
"Bcen2424_6899","BCEN2424_RS34080","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",110097,113414,"+","WP_011695161.1","WP_011695161.1",NA,"hypothetical protein","",NA,3318,1105,"old_locus_tag=Bcen2424_6899","Bcen2424_6899--hypothetical protein"
"Bcen2424_6900","BCEN2424_RS34085","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",113600,113932,"-","WP_011695162.1","WP_011695162.1",NA,"H-NS histone family protein","",NA,333,110,"old_locus_tag=Bcen2424_6900","Bcen2424_6900--H-NS histone family protein"
"Bcen2424_6901","BCEN2424_RS36560","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",113959,114246,"-","WP_011695163.1","WP_011695163.1",NA,"PAAR domain-containing protein","",NA,288,95,"old_locus_tag=Bcen2424_6901","Bcen2424_6901--PAAR domain-containing protein"
"Bcen2424_6902","BCEN2424_RS34090","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",114258,115217,"-","WP_011695164.1","WP_011695164.1",NA,"hypothetical protein","",NA,960,319,"old_locus_tag=Bcen2424_6902","Bcen2424_6902--hypothetical protein"
"Bcen2424_6903","BCEN2424_RS34095","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",115292,117232,"-","WP_011695165.1","WP_011695165.1",NA,"alpha/beta hydrolase","",NA,1941,646,"old_locus_tag=Bcen2424_6903","Bcen2424_6903--alpha/beta hydrolase"
"Bcen2424_6904","BCEN2424_RS34100","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",117268,120054,"-","WP_011695166.1","WP_011695166.1",NA,"type VI secretion system tip protein VgrG","",NA,2787,928,"old_locus_tag=Bcen2424_6904","Bcen2424_6904--type VI secretion system tip protein VgrG"
"Bcen2424_6905","BCEN2424_RS36565","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",120726,122186,"-","WP_011695167.1","WP_011695167.1",NA,"hypothetical protein","",NA,1461,486,"old_locus_tag=Bcen2424_6905","Bcen2424_6905--hypothetical protein"
"Bcen2424_6906","BCEN2424_RS34110","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",123216,123434,"-","WP_011548522.1","WP_011548522.1",NA,"4-oxalocrotonate tautomerase family protein","",NA,219,72,"old_locus_tag=Bcen2424_6906","Bcen2424_6906--4-oxalocrotonate tautomerase family protein"
"Bcen2424_6907","BCEN2424_RS34115","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",123493,124701,"-","WP_011695168.1","WP_011695168.1",NA,"putative C-S lyase","",NA,1209,402,"old_locus_tag=Bcen2424_6907","Bcen2424_6907--putative C-S lyase"
"Bcen2424_6908","BCEN2424_RS34120","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",125082,126191,"-","WP_011695169.1","WP_011695169.1",NA,"alkene reductase","",NA,1110,369,"old_locus_tag=Bcen2424_6908","Bcen2424_6908--alkene reductase"
"Bcen2424_6909","BCEN2424_RS34125","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",126344,127024,"-","WP_011695170.1","WP_011695170.1",NA,"DsbA family oxidoreductase","",NA,681,226,"old_locus_tag=Bcen2424_6909","Bcen2424_6909--DsbA family oxidoreductase"
"Bcen2424_6910","BCEN2424_RS36575","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",127094,127435,"-","WP_011548518.1","WP_011548518.1",NA,"carboxymuconolactone decarboxylase family protein","",NA,342,113,"old_locus_tag=Bcen2424_6910","Bcen2424_6910--carboxymuconolactone decarboxylase family protein"
"Bcen2424_6911","BCEN2424_RS34135","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",127562,128125,"-","WP_011695171.1","WP_011695171.1",NA,"TetR/AcrR family transcriptional regulator","",NA,564,187,"old_locus_tag=Bcen2424_6911","Bcen2424_6911--TetR/AcrR family transcriptional regulator"
"Bcen2424_6912","BCEN2424_RS34140","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",128484,129038,"+","WP_011695172.1","WP_011695172.1",NA,"OsmC family protein","",NA,555,184,"old_locus_tag=Bcen2424_6912","Bcen2424_6912--OsmC family protein"
"Bcen2424_6913","BCEN2424_RS34145","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",129184,129954,"+","WP_011548515.1","WP_011548515.1",NA,"SDR family oxidoreductase","",NA,771,256,"old_locus_tag=Bcen2424_6913","Bcen2424_6913--SDR family oxidoreductase"
"Bcen2424_6914","BCEN2424_RS34150","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",130099,130971,"+","WP_011695173.1","WP_011695173.1",NA,"fumarylacetoacetate hydrolase family protein","",NA,873,290,"old_locus_tag=Bcen2424_6914","Bcen2424_6914--fumarylacetoacetate hydrolase family protein"
"Bcen2424_6915","BCEN2424_RS34155","CDS","with_protein","GCF_000203955.1","Primary Assembly","plasmid","Plasmid1","NC_008545.1",131059,132501,"-","WP_011695174.1","WP_011695174.1",NA,"amidase","",NA,1443,480,"old_locus_tag=Bcen2424_6915","Bcen2424_6915--amidase"
