"locusTag"	"RSlocusTag"	"feature"	"class"	"assembly"	"assembly_unit"	"seq_type"	"chromosome"	"genomic_accession"	"start"	"end"	"strand"	"product_accession"	"non.redundant_refseq"	"related_accession"	"name"	"symbol"	"GeneID"	"feature_interval_length"	"product_length"	"attributes"
"Bcen2424_5567"	"BCEN2424_RS27525"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2676028	2677725	"-"	"WP_011694891.1"	"WP_011694891.1"		"tyrosine-type recombinase/integrase"	""		1698	565	"old_locus_tag=Bcen2424_5567"
"Bcen2424_5568"	"BCEN2424_RS27530"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2678372	2679091	"+"	"WP_011548867.1"	"WP_011548867.1"		"Crp/Fnr family transcriptional regulator"	""		720	239	"old_locus_tag=Bcen2424_5568"
"Bcen2424_5569"	"BCEN2424_RS27535"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2679191	2679619	"-"	"WP_011548866.1"	"WP_011548866.1"		"PRC-barrel domain-containing protein"	""		429	142	"old_locus_tag=Bcen2424_5569"
"Bcen2424_5570"	"BCEN2424_RS27545"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2680477	2680764	"+"	"WP_011694892.1"	"WP_011694892.1"		"hypothetical protein"	""		288	95	"old_locus_tag=Bcen2424_5570"
"Bcen2424_5571"	"BCEN2424_RS27550"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2680903	2681217	"+"	"WP_011548863.1"	"WP_011548863.1"		"hypothetical protein"	""		315	104	"old_locus_tag=Bcen2424_5571"
"Bcen2424_5572"	"BCEN2424_RS27555"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2681541	2682320	"+"	"WP_011694893.1"	"WP_011694893.1"		"PRC-barrel domain-containing protein"	""		780	259	"old_locus_tag=Bcen2424_5572"
"Bcen2424_5573"	"BCEN2424_RS27560"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2682396	2684471	"+"	"WP_011548861.1"	"WP_011548861.1"		"transketolase"	"tkt"		2076	691	"old_locus_tag=Bcen2424_5573"
"BCEN2424_RS36120"	"BCEN2424_RS36120"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2684737	2684955	"-"	"WP_079999368.1"	"WP_079999368.1"		"hypothetical protein"	""		219	72	""
"Bcen2424_5575"	"BCEN2424_RS27565"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2685237	2686526	"+"	"WP_041489453.1"	"WP_041489453.1"		"cation transporter"	""		1290	429	"old_locus_tag=Bcen2424_5575"
"Bcen2424_5576"	"BCEN2424_RS36125"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2686654	2686812	"-"	"WP_006413600.1"	"WP_006413600.1"		"DUF3309 family protein"	""		159	52	"old_locus_tag=Bcen2424_5576"
"BCEN2424_RS37170"	"BCEN2424_RS37170"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2686828	2687028	"-"	"WP_006413579.1"	"WP_006413579.1"		"hypothetical protein"	""		201	66	""
"Bcen2424_5577"	"BCEN2424_RS36130"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2687237	2687383	"-"	"WP_006413561.1"	"WP_006413561.1"		"DUF3096 domain-containing protein"	""		147	48	"old_locus_tag=Bcen2424_5577"
"Bcen2424_5578"	"BCEN2424_RS27570"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2687963	2688142	"+"	"WP_079999367.1"	"WP_079999367.1"		"CsbD family protein"	""		180	59	"old_locus_tag=Bcen2424_5578"
"Bcen2424_5579"	"BCEN2424_RS27575"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2688264	2688611	"-"	"WP_011548858.1"	"WP_011548858.1"		"hypothetical protein"	""		348	115	"old_locus_tag=Bcen2424_5579"
"BCEN2424_RS36135"	"BCEN2424_RS36135"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2688670	2688864	"-"	"WP_034196223.1"	"WP_034196223.1"		"hypothetical protein"	""		195	64	""
"Bcen2424_5581"	"BCEN2424_RS27580"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2689127	2689399	"+"	"WP_006413577.1"	"WP_006413577.1"		"hypothetical protein"	""		273	90	"old_locus_tag=Bcen2424_5581"
"BCEN2424_RS27585"	"BCEN2424_RS27585"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2689467	2689646	"+"	"WP_006413543.1"	"WP_006413543.1"		"hypothetical protein"	""		180	59	""
"Bcen2424_5583"	"BCEN2424_RS27590"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2689711	2690892	"-"	"WP_011548855.1"	"WP_011548855.1"		"aminotransferase"	""		1182	393	"old_locus_tag=Bcen2424_5583"
"Bcen2424_5584"	"BCEN2424_RS27595"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2690984	2691202	"-"	"WP_041489508.1"	"WP_041489508.1"		"glycine zipper 2TM domain-containing protein"	""		219	72	"old_locus_tag=Bcen2424_5584"
"Bcen2424_5585"	"BCEN2424_RS27600"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2691628	2692347	"+"	"WP_011548853.1"	"WP_011548853.1"		"Crp/Fnr family transcriptional regulator"	""		720	239	"old_locus_tag=Bcen2424_5585"
"Bcen2424_5586"	"BCEN2424_RS27605"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2692434	2692691	"+"	"WP_011548852.1"	"WP_011548852.1"		"hypothetical protein"	""		258	85	"old_locus_tag=Bcen2424_5586"
"Bcen2424_5587"	"BCEN2424_RS27610"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2692866	2693213	"-"	""	""		"transposase"	""		348		"partial;pseudo;old_locus_tag=Bcen2424_5587"
"Bcen2424_5588"	"BCEN2424_RS27615"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2693454	2693861	"-"	"WP_011548850.1"	"WP_011548850.1"		"hypothetical protein"	""		408	135	"old_locus_tag=Bcen2424_5588"
"BCEN2424_RS37175"	"BCEN2424_RS37175"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2693768	2694139	"-"	"WP_127479540.1"	"WP_127479540.1"		"hypothetical protein"	""		372	123	""
"BCEN2424_RS37180"	"BCEN2424_RS37180"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2694329	2694670	"-"	"WP_153259979.1"	"WP_153259979.1"		"hypothetical protein"	""		342	113	""
"Bcen2424_5590"	"BCEN2424_RS37185"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2695213	2695872	"+"	"WP_050768818.1"	"WP_050768818.1"		"Crp/Fnr family transcriptional regulator"	""		660	219	"old_locus_tag=Bcen2424_5590"
"Bcen2424_5591"	"BCEN2424_RS27635"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2695996	2696214	"-"	"WP_041489507.1"	"WP_041489507.1"		"glycine zipper 2TM domain-containing protein"	""		219	72	"old_locus_tag=Bcen2424_5591"
"Bcen2424_5592"	"BCEN2424_RS27640"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2696377	2705004	"-"	"WP_050809581.1"	"WP_050809581.1"		"glycosyl transferase"	""		8628	2875	"old_locus_tag=Bcen2424_5592"
"Bcen2424_5593"	"BCEN2424_RS27645"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2705067	2705519	"-"	"WP_011548845.1"	"WP_011548845.1"		"hypothetical protein"	""		453	150	"old_locus_tag=Bcen2424_5593"
"Bcen2424_5594"	"BCEN2424_RS27650"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2705847	2706719	"+"	"WP_011548844.1"	"WP_011548844.1"		"slipin family protein"	""		873	290	"old_locus_tag=Bcen2424_5594"
"Bcen2424_5595"	"BCEN2424_RS27655"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2707544	2707888	"+"	""	""		"IS110 family transposase"	""		345		"partial;pseudo;old_locus_tag=Bcen2424_5595"
"Bcen2424_5596"	"BCEN2424_RS36145"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2707952	2709373	"-"	"WP_011548842.1"	"WP_011548842.1"		"hypothetical protein"	""		1422	473	"old_locus_tag=Bcen2424_5596"
"Bcen2424_5597"	"BCEN2424_RS27665"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2709375	2710355	"-"	"WP_011548841.1"	"WP_011548841.1"		"ATP-binding protein"	""		981	326	"old_locus_tag=Bcen2424_5597"
"Bcen2424_5598"	"BCEN2424_RS36150"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2710355	2712382	"-"	"WP_011548840.1"	"WP_011548840.1"		"hypothetical protein"	""		2028	675	"old_locus_tag=Bcen2424_5598"
"Bcen2424_5599"	"BCEN2424_RS27675"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2712691	2713500	"+"	"WP_011548839.1"	"WP_011548839.1"		"diaminopimelate epimerase"	"dapF"		810	269	"old_locus_tag=Bcen2424_5599"
"Bcen2424_5600"	"BCEN2424_RS27680"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2713497	2714384	"+"	"WP_011548838.1"	"WP_011548838.1"		"RNA polymerase sigma-70 factor"	""		888	295	"old_locus_tag=Bcen2424_5600"
"Bcen2424_5601"	"BCEN2424_RS27685"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2714578	2715057	"+"	"WP_011548837.1"	"WP_011548837.1"		"carboxymuconolactone decarboxylase family protein"	""		480	159	"old_locus_tag=Bcen2424_5601"
"Bcen2424_5602"	"BCEN2424_RS27690"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2715121	2715525	"+"	"WP_041489451.1"	"WP_041489451.1"		"cupin domain-containing protein"	""		405	134	"old_locus_tag=Bcen2424_5602"
"Bcen2424_5603"	"BCEN2424_RS27695"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2715635	2716639	"+"	"WP_041489450.1"	"WP_041489450.1"		"LysR family transcriptional regulator"	""		1005	334	"old_locus_tag=Bcen2424_5603"
"Bcen2424_5604"	"BCEN2424_RS27700"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2716845	2717600	"+"	"WP_011548834.1"	"WP_011548834.1"		"SDR family oxidoreductase"	""		756	251	"old_locus_tag=Bcen2424_5604"
"Bcen2424_5605"	"BCEN2424_RS27705"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2717624	2718139	"+"	"WP_011548833.1"	"WP_011548833.1"		"Ohr family peroxiredoxin"	""		516	171	"old_locus_tag=Bcen2424_5605"
"Bcen2424_5606"	"BCEN2424_RS27710"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2718201	2718629	"-"	"WP_006480270.1"	"WP_006480270.1"		"PRC-barrel domain-containing protein"	""		429	142	"old_locus_tag=Bcen2424_5606"
"Bcen2424_5607"	"BCEN2424_RS27715"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2719025	2720155	"-"	"WP_011694899.1"	"WP_011694899.1"		"3-deoxy-7-phosphoheptulonate synthase"	""		1131	376	"old_locus_tag=Bcen2424_5607"
"Bcen2424_5608"	"BCEN2424_RS27720"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2720349	2721671	"-"	"WP_011548831.1"	"WP_011548831.1"		"triacylglycerol lipase"	""		1323	440	"old_locus_tag=Bcen2424_5608"
"Bcen2424_5609"	"BCEN2424_RS27725"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2722075	2722629	"+"	"WP_041489449.1"	"WP_041489449.1"		"hypothetical protein"	""		555	184	"old_locus_tag=Bcen2424_5609"
"Bcen2424_5610"	"BCEN2424_RS27730"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2722788	2723498	"-"	"WP_041489653.1"	"WP_041489653.1"		"YceH family protein"	""		711	236	"old_locus_tag=Bcen2424_5610"
"Bcen2424_5611"	"BCEN2424_RS27735"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2723906	2724667	"+"	"WP_011548828.1"	"WP_011548828.1"		"SDR family oxidoreductase"	""		762	253	"old_locus_tag=Bcen2424_5611"
"Bcen2424_5612"	"BCEN2424_RS27740"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2724685	2725389	"-"	"WP_011548827.1"	"WP_011548827.1"		"MOSC domain-containing protein"	""		705	234	"old_locus_tag=Bcen2424_5612"
"Bcen2424_5613"	"BCEN2424_RS27745"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2725386	2726282	"-"	"WP_011548826.1"	"WP_011548826.1"		"dihydrodipicolinate synthase family protein"	""		897	298	"old_locus_tag=Bcen2424_5613"
"Bcen2424_5614"	"BCEN2424_RS27750"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2726333	2727115	"-"	"WP_011548825.1"	"WP_011548825.1"		"aldolase"	""		783	260	"old_locus_tag=Bcen2424_5614"
"Bcen2424_5615"	"BCEN2424_RS27755"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2727250	2727792	"+"	"WP_011548824.1"	"WP_011548824.1"		"helix-turn-helix domain-containing protein"	""		543	180	"old_locus_tag=Bcen2424_5615"
"Bcen2424_5616"	"BCEN2424_RS27760"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2727834	2728571	"+"	"WP_006480260.1"	"WP_006480260.1"		"histidine utilization repressor"	"hutC"		738	245	"old_locus_tag=Bcen2424_5616"
"Bcen2424_5617"	"BCEN2424_RS27765"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2728648	2729496	"-"	"WP_011548823.1"	"WP_011548823.1"		"phytanoyl-CoA dioxygenase"	""		849	282	"old_locus_tag=Bcen2424_5617"
"Bcen2424_5618"	"BCEN2424_RS27770"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2729528	2730331	"-"	"WP_011548822.1"	"WP_011548822.1"		"ABC transporter substrate-binding protein"	""		804	267	"old_locus_tag=Bcen2424_5618"
"Bcen2424_5619"	"BCEN2424_RS27775"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2730795	2731274	"+"	"WP_011548821.1"	"WP_011548821.1"		"helix-turn-helix domain-containing protein"	""		480	159	"old_locus_tag=Bcen2424_5619"
"Bcen2424_5620"	"BCEN2424_RS27780"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2731271	2731960	"+"	"WP_011548820.1"	"WP_011548820.1"		"nucleotidyl transferase AbiEii/AbiGii toxin family protein"	""		690	229	"old_locus_tag=Bcen2424_5620"
"BCEN2424_RS37190"	"BCEN2424_RS37190"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2732076	2732171	"-"	""	""		"ankyrin repeat domain-containing protein"	""		96		"partial;pseudo"
"Bcen2424_5621"	"BCEN2424_RS27785"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2732303	2733166	"+"	"WP_011548819.1"	"WP_011548819.1"		"LysR family transcriptional regulator"	""		864	287	"old_locus_tag=Bcen2424_5621"
"Bcen2424_5622"	"BCEN2424_RS27790"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2733239	2733712	"-"	"WP_006480256.1"	"WP_006480256.1"		"SnoaL-like domain-containing protein"	""		474	157	"old_locus_tag=Bcen2424_5622"
"Bcen2424_5623"	"BCEN2424_RS27795"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2733768	2734952	"-"	"WP_011548818.1"	"WP_011548818.1"		"amidohydrolase family protein"	""		1185	394	"old_locus_tag=Bcen2424_5623"
"Bcen2424_5624"	"BCEN2424_RS27800"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2735020	2736219	"-"	"WP_011548817.1"	"WP_011548817.1"		"amidohydrolase family protein"	""		1200	399	"old_locus_tag=Bcen2424_5624"
"Bcen2424_5625"	"BCEN2424_RS27805"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2736682	2737329	"+"	"WP_011548816.1"	"WP_011548816.1"		"glycine zipper 2TM domain-containing protein"	""		648	215	"old_locus_tag=Bcen2424_5625"
"Bcen2424_5626"	"BCEN2424_RS27810"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2737610	2738134	"+"	"WP_050768812.1"	"WP_050768812.1"		"GNAT family N-acetyltransferase"	""		525	174	"old_locus_tag=Bcen2424_5626"
"BCEN2424_RS37195"	"BCEN2424_RS37195"	"CDS"	"without_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2738200	2738385	"-"	""	""		"hypothetical protein"	""		186		"partial;pseudo"
"Bcen2424_5628"	"BCEN2424_RS27815"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2738839	2740023	"-"	"WP_011548813.1"	"WP_011548813.1"		"amidohydrolase"	""		1185	394	"old_locus_tag=Bcen2424_5628"
"Bcen2424_5629"	"BCEN2424_RS27820"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2740065	2741297	"-"	"WP_011548812.1"	"WP_011548812.1"		"diaminopropionate ammonia-lyase"	""		1233	410	"old_locus_tag=Bcen2424_5629"
"Bcen2424_5630"	"BCEN2424_RS27825"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2741487	2741963	"+"	"WP_011548811.1"	"WP_011548811.1"		"Lrp/AsnC family transcriptional regulator"	""		477	158	"old_locus_tag=Bcen2424_5630"
"Bcen2424_5631"	"BCEN2424_RS27830"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2742027	2743751	"-"	"WP_011548810.1"	"WP_011548810.1"		"tannase/feruloyl esterase family alpha/beta hydrolase"	""		1725	574	"old_locus_tag=Bcen2424_5631"
"Bcen2424_5632"	"BCEN2424_RS27835"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2743785	2744933	"-"	"WP_011548809.1"	"WP_011548809.1"		"porin"	""		1149	382	"old_locus_tag=Bcen2424_5632"
"Bcen2424_5633"	"BCEN2424_RS27840"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2744999	2746204	"-"	"WP_011548808.1"	"WP_011548808.1"		"3-(3-hydroxy-phenyl)propionate transporter MhpT"	"mhpT"		1206	401	"old_locus_tag=Bcen2424_5633"
"Bcen2424_5634"	"BCEN2424_RS27845"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2746420	2748306	"-"	"WP_085962326.1"	"WP_085962326.1"		"feruloyl-CoA synthase"	""		1887	628	"old_locus_tag=Bcen2424_5634"
"Bcen2424_5635"	"BCEN2424_RS27850"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2748318	2749766	"-"	"WP_011548806.1"	"WP_011548806.1"		"aldehyde dehydrogenase"	""		1449	482	"old_locus_tag=Bcen2424_5635"
"Bcen2424_5636"	"BCEN2424_RS27855"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2749838	2750668	"-"	"WP_011548805.1"	"WP_011548805.1"		"p-hydroxycinnamoyl CoA hydratase/lyase"	""		831	276	"old_locus_tag=Bcen2424_5636"
"Bcen2424_5637"	"BCEN2424_RS27860"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2750904	2751407	"-"	"WP_011548804.1"	"WP_011548804.1"		"winged helix-turn-helix transcriptional regulator"	""		504	167	"old_locus_tag=Bcen2424_5637"
"Bcen2424_5638"	"BCEN2424_RS27865"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2751590	2752492	"-"	"WP_011548803.1"	"WP_011548803.1"		"SMP-30/gluconolactonase/LRE family protein"	""		903	300	"old_locus_tag=Bcen2424_5638"
"Bcen2424_5639"	"BCEN2424_RS27870"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2752549	2753574	"-"	"WP_011548802.1"	"WP_011548802.1"		"L-arabinose ABC transporter permease AraH"	"araH"		1026	341	"old_locus_tag=Bcen2424_5639"
"Bcen2424_5640"	"BCEN2424_RS27875"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2753611	2755158	"-"	"WP_011548801.1"	"WP_011548801.1"		"L-arabinose ABC transporter ATP-binding protein AraG"	""		1548	515	"old_locus_tag=Bcen2424_5640"
"Bcen2424_5641"	"BCEN2424_RS27880"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2755180	2756193	"-"	"WP_006480238.1"	"WP_006480238.1"		"arabinose ABC transporter substrate-binding protein"	""		1014	337	"old_locus_tag=Bcen2424_5641"
"Bcen2424_5642"	"BCEN2424_RS27885"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2756287	2757216	"-"	"WP_011548800.1"	"WP_011548800.1"		"Gfo/Idh/MocA family oxidoreductase"	""		930	309	"old_locus_tag=Bcen2424_5642"
"Bcen2424_5643"	"BCEN2424_RS27890"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2757242	2758171	"-"	"WP_006480236.1"	"WP_006480236.1"		"dihydrodipicolinate synthase family protein"	""		930	309	"old_locus_tag=Bcen2424_5643"
"Bcen2424_5644"	"BCEN2424_RS27895"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2758288	2760039	"-"	"WP_011548799.1"	"WP_011548799.1"		"dihydroxy-acid dehydratase"	""		1752	583	"old_locus_tag=Bcen2424_5644"
"Bcen2424_5645"	"BCEN2424_RS27900"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2760154	2761104	"+"	"WP_011548798.1"	"WP_011548798.1"		"LysR family transcriptional regulator"	""		951	316	"old_locus_tag=Bcen2424_5645"
"Bcen2424_5646"	"BCEN2424_RS27905"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2761123	2761599	"-"	"WP_011548797.1"	"WP_011548797.1"		"peroxiredoxin"	""		477	158	"old_locus_tag=Bcen2424_5646"
"Bcen2424_5647"	"BCEN2424_RS27910"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2761713	2762372	"+"	"WP_011548796.1"	"WP_011548796.1"		"GntR family transcriptional regulator"	""		660	219	"old_locus_tag=Bcen2424_5647"
"Bcen2424_5648"	"BCEN2424_RS27915"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2762427	2762798	"-"	"WP_011548795.1"	"WP_011548795.1"		"BON domain-containing protein"	""		372	123	"old_locus_tag=Bcen2424_5648"
"Bcen2424_5649"	"BCEN2424_RS27920"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2763012	2763950	"-"	"WP_011548794.1"	"WP_011548794.1"		"porin"	""		939	312	"old_locus_tag=Bcen2424_5649"
"Bcen2424_5650"	"BCEN2424_RS27925"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2764093	2765904	"-"	"WP_011548793.1"	"WP_011548793.1"		"sulfatase"	""		1812	603	"old_locus_tag=Bcen2424_5650"
"Bcen2424_5651"	"BCEN2424_RS27930"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2765938	2767203	"-"	"WP_011694902.1"	"WP_011694902.1"		"formylglycine-generating enzyme family protein"	""		1266	421	"old_locus_tag=Bcen2424_5651"
"Bcen2424_5652"	"BCEN2424_RS27935"	"CDS"	"with_protein"	"GCF_000203955.1"	"Primary Assembly"	"chromosome"	"2"	"NC_008543.1"	2767247	2768662	"-"	"WP_011548791.1"	"WP_011548791.1"		"family 1 glycosylhydrolase"	""		1416	471	"old_locus_tag=Bcen2424_5652"
